,id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
52,80d22ec3-de6c-4927-a99f-bca917eb599d,52,"""生态系统质量评估""","""植被覆盖度""","""植被覆盖度作为核心指标被用于生态系统质量评估的计算过程。""",9.0,24,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
53,73f18601-80cd-4e7d-8eec-84ee88071846,53,"""生态系统质量评估""","""叶面积指数""","""叶面积指数作为核心指标被用于生态系统质量评估的计算过程。""",9.0,21,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
54,f1eb20f2-99ac-4bd5-b604-50025fe4ae54,54,"""生态系统质量评估""","""总初级生产力""","""总初级生产力作为核心指标被用于生态系统质量评估的计算过程。""",9.0,24,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
55,91273202-05f5-4ddb-a342-5fd460afce33,55,"""生态系统质量评估""","""森林""","""森林作为主要植被类型参与生态系统质量评估的参数计算。""",8.0,19,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
56,12d2dadf-daed-4a44-bd3a-a335d44bb258,56,"""生态系统质量评估""","""灌丛""","""灌丛作为主要植被类型参与生态系统质量评估的参数计算。""",8.0,21,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
57,18042818-8ae1-4d8f-b32f-d1823c50b2f0,57,"""生态系统质量评估""","""草地""","""草地作为主要植被类型参与生态系统质量评估的参数计算。""",8.0,22,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
58,8feaf43d-0bcd-4ffa-9795-75a93f97773d,58,"""生态系统质量评估""","""农田""","""农田作为主要植被类型参与生态系统质量评估的参数计算。""",1.0,18,['48160741fe8f890afab79cf9c29faf992568c7cdc8a1254dd2c835989d5e28d96486556ac774b53f63159427e5cad983cc30bc32c5a7b8b4513a27032c2288df']
59,300a8b92-8466-4b3a-bd0c-99c3c89c09ef,59,"""系统质量""","""植被覆盖度""","""植被覆盖度是构建系统质量指标的重要参数之一。""",16.0,13,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
60,5a59f9a6-4aaa-40d3-9490-e3e8adfd3c92,60,"""系统质量""","""叶面积指数""","""叶面积指数是构建系统质量指标的重要参数之一。""",16.0,10,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
61,d9148431-b91d-46d4-8021-843a8ab9da53,61,"""系统质量""","""总初级生产力""","""总初级生产力是构建系统质量指标的重要参数之一。""",16.0,13,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
62,543f3478-a1aa-4b83-baf3-0c652739052a,62,"""系统质量""","""生态系统质量分级""","""系统质量评估结果是生态系统质量分级的基础。""",10.0,6,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
63,abe5240f-68ae-4bb7-b0c2-d97432a36fca,63,"""植被覆盖度""","""叶面积指数""","""两者均为系统质量的计算参数，共同反映生态系统状况。""",7.0,15,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
64,a7dbe138-9e04-4633-99fb-db9aa3c0eed3,64,"""植被覆盖度""","""总初级生产力""",植被覆盖度与总初级生产力是生态系统质量的两个关键计算参数，共同用于评估生态系统的整体状况。植被覆盖度与总初级生产力之间存在密切关系，其中植被覆盖度直接影响植物的光合作用效率，进而对总初级生产力产生影响。这两个指标相互关联，共同反映了生态系统的健康状况和功能表现。,15.0,18,"['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f'
 '5328036ae7217aec82417ead50b84914aea53af50abde2fa9ddf3f225cba6d636d778a0f006150e89f4b4b95c8c9108d1a78004d9c883908ad8e560f556d8e96']"
65,76b770e0-e5fa-43ee-a4ff-033f6c2b2a21,65,"""叶面积指数""","""总初级生产力""","""两者均为系统质量的计算参数，共同反映生态系统状况。""",1.0,15,['179bc29918144250fa9219e11634229b622981dab2f814ffaef0f6103131174eac50e8c0a56bbeed6be6c014d2b8055e4046fe74b77b6c3caff4a4605cd85b3f']
66,8b96f630-a621-4b5d-9f78-79bfb0996e6f,66,"""灌丛生态系统""","""阔叶灌丛""","""阔叶灌丛是灌丛生态系统的一个子类型。""
""阔叶灌丛属于灌丛生态系统的子类。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
67,13b4918a-88c8-4b58-9ac9-cf8b82d9b159,67,"""灌丛生态系统""","""针叶灌丛""","""针叶灌丛属于灌丛生态系统的子类。""
""针叶灌丛是灌丛生态系统的一个子类型。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
68,4c65928c-3d92-47f3-a2fa-df6a8e9d5b42,68,"""灌丛生态系统""","""稀疏灌丛""","""稀疏灌丛属于灌丛生态系统的子类。""
""稀疏灌丛是灌丛生态系统的一个子类型。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
69,97934a8c-9e23-4d4a-81b2-7ea76c0f83f3,69,"""草地生态系统""","""草甸""","""草甸是草地生态系统的一个子类型。""
""草甸属于草地生态系统的子类。""",20.0,5,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
70,1fd824ad-820e-48ba-b874-66e31f51de28,70,"""草地生态系统""","""草原""","""草原属于草地生态系统的子类。""
""草原是草地生态系统的一个子类型。""",20.0,5,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
71,3b6ae5cf-7574-4169-9c33-7bfce469fbe2,71,"""草地生态系统""","""草丛""","""草丛属于草地生态系统的子类。""
""草丛是草地生态系统的一个子类型。""",20.0,5,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
72,7dfddbd6-61fa-4ddf-8ffe-7193fd35bd1e,72,"""草地生态系统""","""稀疏草地""","""稀疏草地属于草地生态系统的子类。""
""稀疏草地是草地生态系统的一个子类型。""",20.0,5,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
73,eca513e0-1e74-485c-863d-4302076101d7,73,"""湿地生态系统""","""沼泽""","""沼泽是湿地生态系统的一个子类型。""
""沼泽属于湿地生态系统的子类。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
74,87a21302-7aa4-4637-abd9-99f9d1f4c9b3,74,"""湿地生态系统""","""湖泊""","""湖泊是湿地生态系统的一个子类型。""
""湖泊属于湿地生态系统的子类。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
75,5efb2338-9ff1-4d7b-a85e-9ea49b10af38,75,"""湿地生态系统""","""河流""","""河流是湿地生态系统的一个子类型。""
""河流属于湿地生态系统的子类。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
76,26b73be4-c346-465f-bb6d-44a6a183edab,76,"""农田生态系统""","""耕地""","""耕地是农田生态系统的一个子类型。""
""耕地属于农田生态系统的子类。""",20.0,3,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
77,d5f88ef2-0307-4b48-a962-ae410a327378,77,"""农田生态系统""","""园地""","""园地是农田生态系统的一个子类型。""
""园地属于农田生态系统的子类。""",20.0,3,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
78,07e20cfa-601c-439a-9e5f-3b338679d54d,78,"""城镇生态系统""","""居住地""","""居住地属于城镇生态系统的子类。""
""居住地是城镇生态系统的一个子类型。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
79,1648b2f6-f2ef-46b4-a89e-1956bec53d55,79,"""城镇生态系统""","""城市绿地""","""城市绿地是城镇生态系统的一个子类型。""
""城市绿地属于城镇生态系统的子类。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
80,fa26f232-fa66-4494-bc83-5ab16a7b2ea6,80,"""城镇生态系统""","""工矿交通""","""工矿交通属于城镇生态系统的子类。""
""工矿交通是城镇生态系统的一个子类型。""",20.0,4,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
81,37b83887-0dfb-4950-9596-a36d8260eba3,81,"""荒漠生态系统""","""沙漠""","""沙漠是荒漠生态系统的一个子类型。""
""沙漠属于荒漠生态系统的子类。""",2.0,2,['51e51add78056678f99f6a45b2b7f65dc91e39becadb89e9e010c2309baff8f6638bbee3edb0be7ad8073ad980df5a17b6059718d057a4da8b430cf4dcc5b1a4']
82,921ea027-5379-473a-8ad7-4161647c1d03,82,"""线性像元分解法""","""像元二分模型""","""线性像元分解法中最常用的是像元二分模型，用于计算植被覆盖度。""",8.0,3,['57a3f3edeeeb33d44cc17aa3eba11312971f37d44b45f6d33807970ca5d1622eaa010679ae72011d05b456c3a302ea2308eb4c3f8390a5b5572e6fce1ea26b3e']
83,24000100-0a38-48bb-9c43-a92c2d9d097b,83,"""像元二分模型""","""植被覆盖度""","""像元二分模型用于计算植被覆盖度，通过NDVI值进行估算。""",1.0,11,['57a3f3edeeeb33d44cc17aa3eba11312971f37d44b45f6d33807970ca5d1622eaa010679ae72011d05b456c3a302ea2308eb4c3f8390a5b5572e6fce1ea26b3e']
84,df2ec84e-b7c7-404e-9536-bbacf9340b8d,84,"""神经网络""","""遥感影像分类""","""神经网络可以应用于基于遥感影像分类的植被覆盖度估算方法。""",7.0,6,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
85,c0e4ebc2-2480-41c9-8f1c-86f65085bf5a,85,"""神经网络""","""辐射传输模型""","""神经网络可以应用于基于辐射传输模型的植被覆盖度估算方法。""",7.0,8,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
86,1c9b4390-7c88-49a8-b7f6-edf90ce413ab,86,"""决策树""","""遥感影像分类""","""决策树可以应用于基于遥感影像分类的植被覆盖度估算方法。""",7.0,6,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
87,7df7d05a-3eba-4e5f-8969-6af4c0d1d87b,87,"""决策树""","""辐射传输模型""","""决策树可以应用于基于辐射传输模型的植被覆盖度估算方法。""",7.0,8,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
88,a9e66c88-a621-4afd-9224-5fce66ef7cb0,88,"""支持向量机""","""遥感影像分类""","""支持向量机可以应用于基于遥感影像分类的植被覆盖度估算方法。""",7.0,6,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
89,f3aa9228-e0d6-46ee-a5ab-b299690810e4,89,"""支持向量机""","""辐射传输模型""","""支持向量机可以应用于基于辐射传输模型的植被覆盖度估算方法。""",1.0,8,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
90,fb2e2827-d532-4c02-903e-9c24d861ee10,90,"""遥感影像分类""","""训练样本""","""遥感影像分类方法通过分类结果生成训练样本。""",8.0,7,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
91,27bb5c1d-cd19-4ac1-a19e-6b7f71fc0e24,91,"""辐射传输模型""","""训练样本""","""辐射传输模型通过模拟光谱反射率生成训练样本。""",1.0,9,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
92,024dd934-7532-4685-984d-3072c36eaba8,92,"""训练样本""","""机器学习方法""","""机器学习方法依赖训练样本来构建植被覆盖度估算模型。""",9.0,4,['01105da9110a1dd1c9bb2403f6f568c3fe7570ddee9c6ab34335b6839dc2e1c0216ceeafdc5f2cd123239df994215d094492e2951b1531a343c07e1cb55d57e6']
93,978a8e10-f1a2-4209-a27d-dd30fd00458c,93,"""辐射传输模型""","""机器学习模型""","""辐射传输模型模拟的光谱反射率值用于训练机器学习模型，以估算植被覆盖度。""",1.0,12,['dbf03c648e8a52aeb3a9b5aeb4bb8938acd9ef9c6a87128beef0aa4e390c144acd20017e67b54bf638d24a8c1edf832d2110034baf04c0dd391cbd45bb3218f1']
94,0a79014c-5493-4955-869e-028b7ade34cd,94,"""辐射传输模型""","""光谱反射率""","""辐射传输模型用于模拟不同参数情况下的光谱反射率值。""",9.0,8,['dbf03c648e8a52aeb3a9b5aeb4bb8938acd9ef9c6a87128beef0aa4e390c144acd20017e67b54bf638d24a8c1edf832d2110034baf04c0dd391cbd45bb3218f1']
95,2c90eb58-a5e7-496f-92d3-83135b15db54,95,"""机器学习模型""","""植被覆盖度""","""机器学习模型被训练用于估算植被覆盖度。""",8.0,15,['dbf03c648e8a52aeb3a9b5aeb4bb8938acd9ef9c6a87128beef0aa4e390c144acd20017e67b54bf638d24a8c1edf832d2110034baf04c0dd391cbd45bb3218f1']
96,76914d34-090f-4480-b6c7-876458ebfd4e,96,"""光谱反射率""","""植被覆盖度""","""光谱反射率是估算植被覆盖度的重要输入数据。""",1.0,11,['dbf03c648e8a52aeb3a9b5aeb4bb8938acd9ef9c6a87128beef0aa4e390c144acd20017e67b54bf638d24a8c1edf832d2110034baf04c0dd391cbd45bb3218f1']
97,081199b5-c5d9-4407-8b0d-29aeeda84185,97,"""植被覆盖度""","""植被覆盖度遥感估算方法""","""各种遥感估算方法用于评估植被覆盖度""",9.0,10,['5328036ae7217aec82417ead50b84914aea53af50abde2fa9ddf3f225cba6d636d778a0f006150e89f4b4b95c8c9108d1a78004d9c883908ad8e560f556d8e96']
98,6878fcce-b64e-4aa1-bb05-e82a17268e24,98,"""总初级生产力""","""通量站连续观测""","""通量站连续观测是估测总初级生产力的主要方法之一。""",9.0,12,['5328036ae7217aec82417ead50b84914aea53af50abde2fa9ddf3f225cba6d636d778a0f006150e89f4b4b95c8c9108d1a78004d9c883908ad8e560f556d8e96']
99,355d0dab-d683-4b9e-bfd5-9287499cd23d,99,"""总初级生产力""","""陆地生态过程模型""","""陆地生态过程模型是估测总初级生产力的另一种方法。""
""该模型专门用于估测生态系统的总初级生产力""",2.0,11,['5328036ae7217aec82417ead50b84914aea53af50abde2fa9ddf3f225cba6d636d778a0f006150e89f4b4b95c8c9108d1a78004d9c883908ad8e560f556d8e96']
100,2607a829-fdd6-432f-b14a-5022ec14bc2d,100,"""通量站连续观测""","""涡度相关法""","""涡度相关法是实现通量站连续观测的核心技术""",10.0,5,['5328036ae7217aec82417ead50b84914aea53af50abde2fa9ddf3f225cba6d636d778a0f006150e89f4b4b95c8c9108d1a78004d9c883908ad8e560f556d8e96']
101,2546e467-9961-4641-9d0a-489fb4369c1f,101,"""通量站连续观测""","""涡度相关技术""","""通量站连续观测利用涡度相关技术进行测量，两者在方法上密切相关。""",8.0,6,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
102,f0f7554d-c0d6-4d2a-8794-41ef78c93007,102,"""通量站连续观测""","""总初级生产力""","""通量站连续观测是估测总初级生产力的主要方法之一。""",9.0,12,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
103,a5f1501a-6730-4b10-8a03-1f28449054d1,103,"""涡度相关技术""","""碳循环""","""涡度相关技术为碳循环研究提供了关键的定量测量手段。""",8.0,4,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
104,00802597-ec9f-42ed-9533-5ca885969931,104,"""涡度相关技术""","""涡度相关法""","""涡度相关法是涡度相关技术的具体实施方法。""",1.0,5,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
105,5691674b-9085-4861-8a92-9c1a1679c5db,105,"""陆地生态过程模型""","""遥感估测总初级生产力模型""","""陆地生态过程模型与遥感估测总初级生产力模型都是用于估测总初级生产力的方法，但后者结合了遥感数据。""",1.0,4,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
106,50a23097-052a-41ef-bd3f-cea1bfe4c633,106,"""陆地生态过程模型""","""总初级生产力""","""陆地生态过程模型是估测总初级生产力的重要建模方法。""",8.0,11,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
107,47ee6a00-7817-49f1-870a-75ef1f718dbe,107,"""遥感估测总初级生产力模型""","""总初级生产力""","""遥感模型实现了对总初级生产力的空间连续估测。""",9.0,11,['454c513ba88ce545cc3cd3f8abcc7be4f6c67d15bc21c2230e6dfdb87a087326f23f5e50a0c73ba7f8ec979f07526a38ccd208e0db9f90198124d87cce9d8af1']
108,f2819484-4dfa-40b6-a191-da57a9d98765,108,"""GPP估测模型""","""经验型植被指数模型""","""GPP估测模型与经验型植被指数模型都是用于估测植被总初级生产力的方法。""",7.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
109,44d7c239-c892-42ce-9965-45498dbd2e0c,109,"""GPP估测模型""","""植被生态过程模型""","""GPP估测模型与植被生态过程模型都是用于估测植被总初级生产力的方法。""",7.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
110,95881929-3458-44c7-a94d-39d5a4feed0a,110,"""GPP估测模型""","""机器学习模型""","""GPP估测模型与机器学习模型都是用于估测植被总初级生产力的方法。""",7.0,10,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
111,b4f9ef60-9d0d-4a09-aa47-0d0658d2fcf6,111,"""GPP估测模型""","""植被总初级生产力""","""GPP估测模型专门用于估测植被总初级生产力这一生态系统指标。""",9.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
112,6f305fe8-4eee-4cfb-bc34-dbf96e2e9efd,112,"""经验型植被指数模型""","""植被生态过程模型""","""经验型植被指数模型与植被生态过程模型都是遥感估测总初级生产力的模型类型。""",6.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
113,dce9fada-3913-42c5-bbf4-92ff7bfd10da,113,"""经验型植被指数模型""","""机器学习模型""","""经验型植被指数模型与机器学习模型都是遥感估测总初级生产力的模型类型。""",6.0,10,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
114,d878c4d0-4a08-4388-9fe6-f90ca021c92e,114,"""经验型植被指数模型""","""植被总初级生产力""","""经验型植被指数模型是估测植被总初级生产力的三种主要方法之一。""",8.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
115,2725cde3-690c-4240-bc4f-a4a9ea4558a3,115,"""植被生态过程模型""","""机器学习模型""","""植被生态过程模型与机器学习模型都是遥感估测总初级生产力的模型类型。""",1.0,10,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
116,41aeed26-b6a7-4573-b92e-cc3f049e5508,116,"""植被生态过程模型""","""植被总初级生产力""","""植被生态过程模型是估测植被总初级生产力的三种主要方法之一。""",8.0,8,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
117,c508d548-bede-4aed-b3c9-18b54ba961e8,117,"""机器学习模型""","""植被总初级生产力""","""机器学习模型是估测植被总初级生产力的三种主要方法之一。""",1.0,10,['2ac74e24494f12bc0ec5554b9801f8d0d94603a22180fa1dc34ef5f4f0fd3a3d7ffd839b38818e2241931ba8a343a720d6d1cb4e23ed3f1ce9f11e356cdc250b']
118,0dd55eb7-ba5d-42fd-a60c-be3781b83051,118,"""中华人民共和国国家生态环境标准""","""HJ 1173—2021""","""HJ 1173—2021 是中华人民共和国国家生态环境标准的一部分，具体规定了生态系统服务功能评估的技术规范。""",1.0,6,['11138cf5eb76ca54bcf11c9bccaba2afc3f1249e1be589a494d428f561ee4fc7c4023d8c8f713548e4f6c0916846e42a0b271bab333cf6594656873a23bbb389']
119,87cf9b93-45d0-4133-97c4-ae7fd699958e,119,"""中华人民共和国国家生态环境标准""","""全国生态状况调查评估技术规范""","""该标准包含全国生态状况调查评估的技术规范内容。""",9.0,29,['11138cf5eb76ca54bcf11c9bccaba2afc3f1249e1be589a494d428f561ee4fc7c4023d8c8f713548e4f6c0916846e42a0b271bab333cf6594656873a23bbb389']
120,2e4d1c07-ea3b-4559-9f18-b6f03246b6dd,120,"""生态环境部""","""生态环境部环境标准研究所""","""生态环境部下设的环境标准研究所负责标准文本的审校工作。""",8.0,11,['11138cf5eb76ca54bcf11c9bccaba2afc3f1249e1be589a494d428f561ee4fc7c4023d8c8f713548e4f6c0916846e42a0b271bab333cf6594656873a23bbb389']
121,1174e803-ca45-466c-a20e-9d9798025f63,121,"""全国生态状况调查评估技术规范""","""生态系统服务功能评估""","""技术规范中专门规定了生态系统服务功能的评估方法。""",1.0,30,['11138cf5eb76ca54bcf11c9bccaba2afc3f1249e1be589a494d428f561ee4fc7c4023d8c8f713548e4f6c0916846e42a0b271bab333cf6594656873a23bbb389']
122,9c7930ac-7466-49b2-b28d-56da98d3eb7e,122,"""全国生态状况定期遥感调查评估方案""","""生态系统服务功能评估""","""评估方案指导生态系统服务功能评估工作""",1.0,14,['bac5fa73a474486b1c5f3e5f58004c2c2b53113abd171f89fc4815e8cc9b0f63ebb7d40ee5842d6adc551394f1b4ef06eae4a01aa4fdf6dfea28bbadf5bb6117']
123,f72245fb-c88a-4fee-be44-8c2e2374ec9a,123,"""全国生态状况定期遥感调查评估方案""","""全国生态状况调查评估技术规范""","""方案与技术规范同属生态状况调查评估体系，方案为规范性文件，技术规范为具体实施标准。""",8.0,34,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
124,4d4aae5f-84df-4ae4-a6ee-93e264624d23,124,"""全国生态状况定期遥感调查评估方案""","""生态环境部""","""生态环境部制定并发布了该评估方案，作为全国生态调查的指导文件。""",9.0,19,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
125,4e5c7cc6-d9b3-491f-951f-6e1f104f5456,125,"""全国生态状况定期遥感调查评估方案""","""HJ 1166—2021""","""评估方案与技术规范共同构成生态调查评估体系，方案为总体框架，HJ1166为具体技术标准。""",8.0,11,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
126,b178d529-5f59-41d4-9e3e-81a83f9922c7,126,"""全国生态状况定期遥感调查评估方案""","""HJ 1167—2021""","""评估方案与技术规范共同构成生态调查评估体系，方案为总体框架，HJ1167为具体技术标准。""",8.0,12,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
127,77548154-8d03-4f8e-8e13-0e02e58193f0,127,"""全国生态状况定期遥感调查评估方案""","""HJ 1168—2021""","""评估方案与技术规范共同构成生态调查评估体系，方案为总体框架，HJ1168为具体技术标准。""",1.0,12,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
